# NAME: Culberson graph. Specifications given below. Weights computed via the uniform distribution.
# COMMENT: DESCRIPTION: Quasi-random coloring problem
# CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca)
# Specifications:
# Random seed: 13185
# No hidden coloring
# Probability: 0.769218
# girth/degree-limited graph, girth 8, delta 1076, max 1311
# Degree Information:
# Min:4 Avg:6.512913 Max:14 Std:1.050756
# No verification required.
# Creation Date: Mon Apr 11 19:06:36 2016
# Weight distribution parameters: a=0.0; b=83.0; seed=1810.
# TYPE: Random Graphs
4453 14501
1090 2081 17.4660449382
1396 2081 15.4775977812
1799 2081 22.6297871007
1918 2081 59.2641986519
448 2082 26.1855463419
767 2082 45.5551670848
1775 2082 62.4711224244
1778 2083 61.2950456332
1366 2084 70.6391701503
1618 2084 8.13120950302
571 2085 74.6840129796
1735 2085 79.6384222755
327 2086 50.431938935
511 2086 69.853054899
966 2086 32.5367352723
1023 2086 53.0495373983
1664 2086 49.3271642094
224 2088 33.6780405077
953 2088 72.137549126
1782 2088 20.6729113751
1859 2088 73.732843407
1861 2088 27.8422028677
82 2089 13.7113759773
1810 2089 31.7309884409
2064 2089 8.67974889047
81 2090 57.4133255565
367 2090 73.0926299834
522 2090 25.712465966
1021 2090 72.2773012454
1133 2090 59.604474279
706 2091 69.0360558456
765 2091 81.5177539323
1814 2091 11.8404931136
1982 2091 21.6087749857
109 2092 25.1199496761
771 2092 1.45826442861
1036 2092 75.5684735128
1338 2092 47.2289529319
173 2093 23.3514308086
994 2093 9.59081930947
1374 2093 51.3761591932
88 2094 45.1362393899
921 2094 64.3526637906
1349 2094 38.2079901522
2010 2094 15.0720565679
49 2095 1.40818251625
551 2095 82.5442622028
667 2095 32.4354091888
1007 2095 80.1404294881
154 2096 1.33950413414
590 2096 77.6530833354
1539 2096 55.5326872933
1984 2096 13.0055998052
123 2097 63.5980786812
1456 2097 13.9912012282
1528 2097 62.081020182
1676 2098 58.5275883587
1723 2098 53.2543332813
1944 2098 8.02829538241
1991 2098 67.0859617196
430 2099 74.2664762064
912 2099 60.5052129034
1414 2099 60.8883477708
1996 2099 51.3347514145
218 2100 73.6046819811
426 2100 30.1242904446
1525 2100 70.1859228324
18 2101 28.3343476181
1166 2101 35.4815548103
1372 2101 37.6705384297
115 2102 5.84354417303
1613 2102 41.1911965474
387 2103 38.5078212168
983 2103 71.3376391114
1096 2103 20.8000423194
1584 2103 31.7141948479
1810 2104 58.3223991069
311 2105 67.2175229611
446 2105 59.7298225571
999 2105 66.4806019892
1180 2105 60.3514646186
1477 2105 27.3507521742
26 2106 62.4201532775
494 2106 26.7320042124
2053 2106 4.13593741805
873 2107 80.7989493861
1634 2107 24.5159886089
2007 2107 81.4731193177
2058 2107 59.1540831547
169 2108 44.2538733981
570 2108 45.6243822213
661 2108 51.3808437941
696 2108 39.206410458
854 2108 42.7122198076
699 2109 54.2073330497
990 2109 81.7323118156
1823 2109 74.3532685276
633 2110 16.3551077877
1693 2110 52.6073525662
624 2111 78.2138300129
1803 2111 21.7564820533
355 2112 66.1222122283
776 2112 63.1419274193
458 2113 13.1516491902
1642 2113 37.3418351735
848 2114 65.763826532
1193 2114 30.9891171914
1309 2114 2.50687715635
542 2115 14.1408109488
1354 2115 42.3195135348
1691 2115 7.08687918872
109 2116 81.6884986047
461 2116 0.867647478325
1275 2116 48.8981926296
511 2117 60.5048044218
694 2117 0.344384756624
958 2117 17.5157237965
1672 2117 2.97503682087
1802 2117 67.2451517469
2111 2117 68.7033113975
779 2118 36.8380683015
1439 2118 14.7009636995
1680 2118 52.8727274069
242 2119 70.5409721978
519 2119 25.9374568665
601 2119 65.1915982834
1160 2119 33.5105968257
561 2120 31.616301664
1654 2120 46.7440215231
91 2121 11.5590545994
509 2121 54.7082600535
1448 2121 67.5086391609
1835 2121 56.959062096
34 2122 21.2122618859
1170 2122 54.712084792
67 2123 54.1284068119
421 2123 31.4982247308
2061 2123 65.3502231884
251 2124 5.00576126256
415 2124 36.904934868
1397 2124 47.0167858868
1851 2124 39.380135018
1436 2125 73.5756982856
1456 2125 71.7368407339
1236 2126 11.3146808263
1317 2126 63.8749998645
1887 2126 49.0030940973
2041 2126 45.1442836085
325 2127 61.6083256957
513 2127 77.8967171792
515 2127 3.06036510612
264 2128 76.5495142688
915 2128 70.400438735
974 2128 57.3178944014
1159 2128 29.5872902016
435 2129 57.286195685
1089 2129 29.2969176058
1517 2129 25.4225451169
1669 2129 72.3285108236
2028 2129 6.83549362576
2095 2130 38.9009210221
330 2131 52.8164286723
798 2131 17.408981204
351 2132 72.468524715
379 2132 13.3304528194
849 2132 41.7542023085
2057 2132 17.3466296516
160 2133 57.320130553
256 2133 25.5210894017
354 2133 50.3875236977
902 2133 0.891437735862
1205 2133 14.0896230228
32 2134 72.2504385519
283 2134 78.9903898777
1002 2134 26.9201227491
1552 2134 19.0890614905
1068 2135 45.5547004211
1343 2135 27.6644870862
1913 2135 81.2407771282
102 2136 13.8251973449
360 2136 6.69489932242
446 2136 40.7995465424
1380 2136 70.3965950203
1767 2136 18.2080139474
292 2137 69.3363339353
1828 2137 82.7250881847
1971 2138 25.4530322816
2015 2138 58.4904144599
659 2139 57.4621422946
1486 2139 5.13582898676
1587 2139 35.3372349747
2112 2139 29.6160735369
825 2140 41.2113249987
1940 2140 21.6396846414
37 2141 21.0558456037
90 2141 22.2064444393
451 2141 21.1701602856
1913 2141 51.5573354024
187 2142 40.7971759686
656 2142 14.2548719426
864 2142 10.1352009362
939 2142 35.4502605918
2013 2142 50.4437226143
489 2143 10.248481312
543 2143 67.1518660482
988 2143 53.2613840043
454 2144 46.4692697079
922 2144 61.4237537319
56 2145 52.1676522452
228 2145 27.3103381671
1151 2145 7.89718060777
1341 2145 32.3620671184
1964 2145 75.2950498749
36 2146 61.4439009918
1238 2146 15.7294316035
1516 2146 73.8906164279
1955 2146 59.3375646984
345 2147 1.96294504522
604 2147 28.3357295265
1376 2147 18.1185701915
7 2148 17.9700501587
1314 2148 73.8408742439
1669 2148 1.10208760613
1733 2148 13.783733883
1826 2148 72.7099079556
437 2149 39.4444099621
1485 2149 19.3956952801
1863 2149 81.9527577268
936 2150 13.233079564
1037 2150 26.6423901922
1328 2150 62.7965080329
398 2151 47.8263883525
949 2151 82.7890770982
201 2152 37.2636590718
1035 2152 22.0934373936
1437 2152 20.3213055108
1522 2152 36.0086133851
423 2153 79.2924779097
1319 2153 68.8495560559
472 2154 70.3168657051
557 2154 66.6990879437
875 2155 5.42512225977
1036 2155 41.4497388177
1629 2155 64.0978888714
1189 2156 10.8718774141
32 2157 62.5743920855
617 2157 76.8100423285
700 2157 68.2211814343
1585 2157 18.7901140604
13 2158 1.04501129747
649 2158 76.8215364768
1020 2158 18.7555001634
1668 2158 78.686886697
1374 2159 16.4177784535
2081 2159 37.4245004353
66 2160 4.40147611332
430 2160 29.5042498626
714 2160 37.31913105
727 2160 12.7913658723
1056 2160 43.4414491208
137 2161 31.9489455854
214 2161 81.2263795572
579 2162 24.9736256037
924 2162 24.4221996965
221 2163 12.1313073155
811 2163 49.576334257
282 2164 39.3573816828
356 2164 30.5069472606
653 2164 3.47496179404
898 2164 12.0530534341
1110 2164 49.3347283814
1264 2164 63.5984390085
1266 2164 68.1286090645
1863 2164 10.0821946787
1908 2164 42.377985287
90 2165 14.1998581226
330 2165 41.6644855653
650 2166 12.1873399092
1200 2166 46.063816735
1305 2166 54.779492183
1050 2167 57.4999431504
1700 2167 67.4562966767
2000 2167 43.7838484634
2078 2167 4.34006241294
107 2168 43.4992099217
534 2168 9.14405265746
1437 2168 26.9954515386
1913 2168 30.3482769974
416 2169 32.3699385796
573 2169 46.1521351061
959 2169 11.3605354988
1041 2170 1.58937859564
579 2171 11.4202481899
1101 2171 26.6547684091
1134 2171 18.8118823734
1143 2171 82.8936060767
544 2172 9.74258267236
835 2172 50.5087300747
1768 2172 9.71759293271
1856 2172 68.6651577332
798 2173 30.1373465105
1273 2173 17.344106378
1707 2173 71.8470768059
582 2174 37.4860455086
603 2174 66.6003155247
987 2174 33.2625277644
1522 2174 67.8569241317
250 2175 64.4642505667
450 2175 74.263803841
1232 2175 29.5272892495
1604 2175 5.90792528968
184 2176 32.6878824047
327 2176 67.7537375995
351 2176 61.0905556745
774 2176 73.2765368565
931 2176 45.2544258501
1038 2176 32.2103527625
1096 2176 3.96150814149
598 2177 35.366820293
765 2177 50.1744470569
986 2177 39.9163384755
1957 2177 17.0823848694
2040 2177 11.9447270262
991 2178 0.450966782959
1653 2178 8.84970443143
202 2179 12.7702322418
1473 2179 4.04915605225
1908 2179 62.9412697512
175 2180 50.1141071594
797 2180 25.5688618151
1001 2180 4.72309221359
66 2181 48.9669204644
1637 2181 29.1604361942
1298 2182 47.9739738934
28 2183 18.1842970568
178 2183 76.1704200955
1429 2183 64.2234866933
718 2184 30.8229590126
1043 2184 0.649198568231
1168 2184 47.4988667905
200 2185 3.39706056746
604 2185 5.29375578635
1381 2185 76.3921263286
2063 2185 81.027735733
1124 2186 9.89200949349
1703 2186 52.2481468501
1964 2186 52.4296813208
197 2187 37.4059555032
852 2187 48.6638821409
1172 2187 33.5356360178
1584 2188 52.1517811417
2 2189 7.22658770386
90 2189 32.5836526339
2001 2189 74.8895475552
1980 2190 30.4373353472
2016 2190 43.9615129057
52 2191 8.78774702912
206 2191 16.3122069877
1656 2191 67.6611837883
759 2192 64.1245121948
1808 2192 58.5392881311
591 2193 19.0998243777
1247 2193 59.6070094608
1803 2193 67.0773301013
1869 2193 37.242674108
487 2194 63.183486611
2013 2194 10.0532924614
2173 2194 14.981891556
491 2195 66.6658722741
815 2195 75.3723825727
1500 2195 59.0396614634
2028 2195 34.799612056
583 2196 16.3491191609
944 2196 29.6405711174
1571 2196 51.2242993891
36 2197 8.10237788718
151 2197 61.1192634417
1277 2197 68.7050991067
1515 2197 47.4374848304
33 2198 53.8814972493
1607 2198 41.0649390992
427 2199 21.8357207097
432 2199 4.57521740957
899 2199 40.2848577208
1369 2199 1.18671316917
286 2200 64.2454000299
1131 2200 78.429698581
1520 2200 18.1671592903
1930 2200 27.8840920341
2122 2200 47.1244152524
814 2201 21.3573689565
1278 2201 52.309131139
232 2202 60.3499479557
160 2203 38.2825065559
228 2203 5.74478238347
332 2204 51.1905303304
584 2204 78.6167158856
704 2204 20.8890191131
91 2205 6.73504950309
754 2205 11.8731625655
206 2206 3.54980461413
1516 2206 38.7287977765
1748 2206 31.7310137127
1784 2206 66.3056694868
1477 2207 68.3493347101
2171 2207 26.5794113518
240 2208 36.2936985629
640 2208 75.5026406995
252 2209 43.481257176
1443 2209 81.0042188887
1791 2209 41.7062804009
674 2210 12.9420195956
960 2210 28.7521537921
1271 2210 66.3514905287
1485 2210 9.00749035019
620 2211 66.2778530052
1290 2211 49.416541303
1500 2211 72.836174801
1764 2211 36.3287185894
1194 2212 28.0210906067
1433 2212 11.9788270417
705 2213 76.6324997577
931 2213 6.56600545688
1137 2213 7.15987716124
1848 2213 29.95327384
319 2214 34.940362397
1749 2214 18.7583516225
1924 2214 69.7816946984
329 2215 45.7275050913
334 2215 71.6175014378
561 2215 5.23216110705
476 2216 3.28827316804
737 2216 13.7182330529
1910 2216 43.6991897444
1261 2217 35.7639768463
1304 2217 31.6877384027
1335 2217 41.5576576701
1873 2217 82.8316492402
583 2218 48.917873461
872 2218 12.5505202638
1528 2218 62.0825594477
2189 2218 49.3767633469
661 2219 2.96780349305
1659 2219 35.9167277652
1932 2219 10.2638932579
938 2220 70.3587733436
236 2221 25.9363876994
1176 2221 47.1679791268
1790 2221 57.7365563958
79 2222 60.4076144114
204 2222 56.4351513214
280 2222 34.32811753
739 2222 77.7397846301
1320 2222 57.3129048536
1973 2222 20.6060016435
328 2223 78.8839246688
331 2223 42.2944657157
852 2223 18.6790060573
1023 2223 19.8679371256
1716 2223 14.9231246837
961 2224 63.2270010274
1946 2224 75.3212897017
1146 2225 79.1708023004
1769 2225 49.9344372358
63 2226 82.0452753628
1909 2226 5.28790177477
2104 2226 27.0319710169
2224 2226 27.3031261745
511 2227 52.4446994376
2049 2227 76.1713325938
2127 2227 54.4361183301
35 2228 50.4881497994
590 2228 0.0210632296799
1634 2228 53.0763642049
2063 2228 53.4361990107
450 2229 38.4327293317
975 2229 75.6108911215
1409 2229 39.9282325527
1905 2229 31.8711866801
393 2230 81.7975263403
751 2230 46.976958116
1237 2230 43.1433807107
2068 2230 43.6948081532
448 2231 62.2593525171
1135 2231 3.8379936822
1252 2231 32.6639993981
1644 2231 81.49198934
1731 2232 41.7459475398
1815 2232 70.2489415227
1935 2232 53.2462727284
2158 2232 22.0118009261
602 2233 24.0659344386
1403 2233 70.8492158304
1820 2233 78.3100264411
102 2234 0.513780590552
176 2234 34.6150383177
601 2234 70.6745068853
1242 2234 82.4402997362
439 2235 64.7318460312
1200 2235 59.1128079322
1808 2235 38.81838075
2177 2235 55.1390255482
726 2236 47.7621203253
1397 2236 11.971896867
1562 2236 48.6871068532
2013 2236 81.4697945063
565 2237 34.5745125647
602 2237 30.3337289752
987 2237 3.02447843589
2003 2237 6.63698030238
2140 2237 6.54776518753
1581 2238 74.3502169942
1687 2238 10.4167707974
1913 2238 34.0776540064
639 2239 31.3811091393
1283 2239 78.7821407674
1368 2239 43.153372404
1612 2239 17.407318611
724 2240 75.3021486699
2069 2240 77.5273636787
589 2241 45.9317944603
641 2242 4.65001585393
1320 2242 36.7387006452
1530 2242 80.8069130709
2143 2242 66.9877572343
392 2243 47.0957218109
526 2243 17.128246568
1009 2243 26.1905460343
1445 2243 22.9643409814
476 2244 65.8117701758
1532 2244 65.0579436993
217 2245 82.4605716209
1542 2245 23.6427843215
1577 2245 78.1691398485
1705 2245 35.397088907
21 2246 62.0334742737
385 2246 66.2899444147
589 2246 47.7413275551
1049 2246 25.356110685
1743 2246 69.0262634388
313 2247 49.9792018969
759 2247 82.8838733905
2017 2247 10.3024195268
1359 2248 4.65740657834
1896 2248 71.4139938445
252 2249 50.2072915619
1422 2249 53.3806164482
315 2250 67.2409088164
1255 2250 36.4716236058
1446 2250 68.8864553143
1536 2250 70.846941119
830 2251 11.4246180303
1421 2251 68.4179355011
1609 2251 58.6386328352
2087 2251 78.3623194949
254 2252 81.9118700705
526 2252 12.5424201658
1043 2253 53.8224545954
1162 2253 35.0447743522
1410 2253 11.681864099
1796 2253 53.1003106686
501 2254 19.0361072143
804 2254 30.0838618847
1331 2254 78.568913766
257 2255 82.3277863518
429 2255 61.2197572336
1942 2255 64.0777679336
733 2256 63.6952524029
1320 2256 42.0345806201
2145 2256 59.8043005078
1680 2257 21.8888761505
2160 2257 14.9178837947
1628 2258 37.7856821312
126 2259 3.43920139493
477 2259 22.652440443
491 2259 60.802955581
1032 2259 81.9492529221
1499 2259 52.493489026
1194 2260 58.1366831223
1890 2260 0.880541093802
257 2261 65.8801912343
1179 2261 73.8356421997
1728 2262 31.7204492579
1774 2262 18.1572412608
975 2263 69.2959847571
1258 2263 34.3807954345
443 2264 57.8369968929
1202 2264 47.1574463008
1724 2264 29.5945810525
1990 2264 14.7211497203
484 2265 59.9984391586
573 2265 33.4909494803
1235 2265 5.26469378236
1247 2265 6.27538209539
2181 2265 12.8837256946
1210 2266 11.6928288595
694 2267 45.6643915018
929 2267 11.2775559273
1630 2267 21.7338723221
3 2268 30.4958093087
374 2268 74.7301707369
801 2268 47.9301704107
861 2268 6.17522577549
741 2269 77.6708786536
799 2269 77.9909199177
979 2269 19.0956896568
1548 2269 9.48163529556
304 2270 48.4214798884
861 2270 18.2274134344
96 2271 73.6680450171
370 2271 21.078771921
420 2271 2.4061477598
1603 2271 0.221881132326
786 2272 48.5897105496
1240 2272 4.97169691403
1281 2272 45.6235979742
145 2273 68.9464006433
681 2273 33.2832557118
1585 2273 57.9848069583
1835 2273 74.1471322021
381 2274 34.8247538336
853 2274 68.467365242
821 2275 47.872132467
899 2276 61.7071493549
1026 2276 6.63151307903
1726 2276 75.1488361364
2014 2276 31.4241451985
462 2277 50.0087758546
1657 2277 71.4128381522
1706 2277 29.9113920497
1804 2277 12.8992462523
2019 2277 9.11690906065
256 2278 61.7291253182
749 2278 82.0459014563
1501 2278 27.5731502659
261 2279 19.3485889788
883 2280 44.5334689869
1113 2280 21.7592388928
284 2281 51.2294864519
408 2281 54.7639863326
710 2281 7.17838280237
755 2281 3.81106450647
867 2281 70.7842428474
1710 2281 48.1226613741
907 2282 40.1839967491
1271 2282 38.8885258182
1736 2282 28.4824551831
2240 2283 47.856103997
27 2284 52.5871589772
177 2284 54.1803206436
439 2284 39.2081071481
1508 2284 48.7758542099
844 2285 10.1129439885
921 2285 40.1511169138
2020 2285 32.4363097282
783 2286 42.1574735203
879 2286 32.2927170195
1421 2286 39.0154906514
1501 2286 58.8777580739
375 2287 64.5216595277
1721 2287 24.1874532462
1788 2287 15.4040492859
2258 2287 4.11052805977
400 2288 53.0696738407
1088 2288 24.108257087
100 2289 46.515085416
1740 2289 78.4324627203
1424 2290 7.60493440655
339 2291 33.4716972814
1318 2291 26.960535488
1363 2291 45.132326221
606 2292 31.7009610914
2259 2292 67.7495843539
419 2293 9.6627215505
1003 2293 55.7491237733
1834 2293 49.0503372455
2062 2293 19.2861996403
757 2294 64.3840096787
1137 2294 77.7658312149
1729 2294 25.9448313629
2267 2294 80.8228505373
430 2295 18.1108111434
587 2295 63.1975801416
903 2295 5.96155006836
1042 2295 80.5052720603
315 2296 75.76628615
883 2296 54.8091239704
1399 2296 28.6964184123
1614 2296 4.44368339434
2266 2296 9.9436592134
2289 2296 10.0290845416
267 2297 19.7187021273
1010 2297 79.3479709176
1200 2297 22.7844807455
1450 2297 35.7730604165
311 2298 30.727485317
421 2298 37.380104067
697 2298 27.0372943522
1000 2298 57.0250089447
1092 2298 67.067994859
2247 2298 58.6813969371
474 2299 68.9536703121
934 2299 62.4217852109
1333 2299 47.0514269666
418 2300 82.2900468899
1473 2301 31.6622772644
1787 2301 19.2991406028
2122 2301 55.1924917985
2209 2301 42.367047088
145 2302 38.6724296667
634 2302 54.0111814828
1309 2302 57.4482259407
396 2303 22.2766954265
759 2303 49.3897457269
888 2303 62.939013757
677 2304 78.9221610199
1845 2304 43.0735709724
1956 2304 39.8157573388
1576 2305 71.22464694
1613 2305 4.90326544854
1851 2305 2.80153682551
2081 2305 35.3211140202
187 2306 57.7237982359
190 2306 54.2399834766
835 2306 29.3113226766
988 2306 62.2642002653
1218 2306 5.2816713982
1736 2306 62.3437780195
23 2307 7.27321192468
1231 2307 46.1333634508
1835 2307 75.823823721
1869 2307 75.881154321
242 2308 32.1295242915
525 2308 41.8864728964
1474 2308 53.2695096752
1616 2308 65.8369525174
1785 2308 3.25050720052
608 2309 80.1800736116
1767 2309 6.72145765573
2080 2309 62.0152090775
341 2310 53.5794000629
1657 2310 32.9598044716
340 2311 43.1192224029
367 2311 52.7309337343
1004 2311 51.2505697045
1986 2311 12.7335894307
79 2312 73.5707842448
395 2312 12.8715955019
367 2313 36.8006759531
1453 2313 23.2246967746
1546 2313 55.540991124
1567 2313 75.2518310686
1862 2313 53.7357738814
969 2314 73.43963161
1973 2314 60.6145795396
288 2315 74.9912183184
2260 2315 13.0315645515
224 2316 57.812244167
931 2316 49.6188102414
1168 2316 32.1855702628
1417 2316 73.7140697407
1808 2316 76.9214561646
1826 2316 3.6227994744
2221 2316 24.8326118823
285 2317 17.1816758408
879 2317 16.0881126687
332 2318 44.2496488269
663 2318 31.2992407442
1308 2318 80.5478323093
2050 2318 24.3632324571
1111 2319 11.6905224436
1384 2319 19.4100007679
1705 2319 18.8130066036
2238 2319 22.8352511865
2261 2319 69.7190454371
1451 2320 25.2520601541
159 2321 5.02359694687
639 2321 5.82999177183
648 2321 29.4107778292
2256 2321 5.84918880265
262 2322 6.5506874392
487 2322 12.722337861
980 2322 20.4326550316
1807 2322 30.5600033988
57 2323 74.9591041761
430 2323 73.1861135327
2230 2323 13.1226268193
860 2324 6.38617709206
1094 2324 32.0597108751
1520 2324 55.6787597376
734 2325 28.5533305188
1235 2325 66.3176085144
2092 2325 43.6601468557
426 2326 22.7477393349
442 2326 67.1397551489
659 2327 24.9102753762
831 2327 13.8249055619
885 2327 52.9888117237
499 2328 9.71383210445
935 2328 26.9292650268
1182 2328 18.5050105627
1314 2328 73.2069194805
1479 2328 66.4140630362
367 2329 2.01010498976
1268 2329 29.115863468
2145 2329 17.0544274793
20 2330 35.6563846653
84 2330 74.2661366953
498 2330 42.2751297207
517 2330 73.1772077246
2220 2330 25.3913942022
1710 2331 78.680763816
1723 2331 73.1871486667
1714 2332 0.0782884780789
1905 2332 33.5469532423
2289 2332 45.82962048
133 2333 36.3415829801
588 2333 66.2767377621
892 2333 37.7915884318
863 2334 78.8547010239
902 2334 50.0634152255
2113 2334 20.9217089426
827 2335 24.9995970175
837 2335 36.3112126561
915 2335 78.6858832734
1638 2335 53.8355941946
1665 2335 37.6035558035
253 2336 53.6052767937
314 2336 9.0584264569
616 2336 76.2260849406
1169 2336 12.360777174
1345 2336 67.1249139322
1474 2336 20.3177023167
526 2337 2.04117446554
1235 2337 53.8367954344
1384 2337 45.5246972292
1876 2337 58.0867524009
2163 2337 11.7747151897
605 2338 13.4691448216
1149 2338 33.6777562049
1744 2338 71.783766107
1842 2338 22.3894455229
2001 2338 33.4573004934
1301 2339 2.29258805171
1765 2339 50.6699699753
1881 2339 61.65147444
804 2340 45.1005962051
1259 2340 77.1471810307
2162 2340 30.2076959854
476 2341 79.5357122481
2036 2341 46.8849093054
1492 2342 48.1980646026
1653 2342 31.4218146161
2118 2342 34.7981996373
149 2343 7.6223595099
293 2343 20.7991802065
1400 2343 81.0088705916
2055 2343 34.6464120985
643 2344 28.0761708955
913 2344 70.5786104378
1126 2344 66.8622034903
1356 2344 77.819996388
1576 2344 77.0212146453
1773 2344 63.6039157842
2000 2344 63.3263978996
365 2345 75.1951395006
880 2345 15.2819244276
1543 2345 4.99080966947
2046 2345 45.2324092858
462 2346 28.2788269552
753 2346 56.0344450016
1427 2346 65.5435542028
2153 2346 3.05802690272
2293 2346 59.727665587
2320 2346 8.58372009519
319 2347 40.9543404543
711 2347 46.9022405684
1062 2347 62.3448604124
2183 2347 11.0041599701
417 2348 17.0820413229
597 2348 31.4417457112
1088 2349 77.669038926
1540 2349 69.9702177362
2070 2349 45.6319440407
2267 2349 8.16560783204
39 2350 13.5459534927
613 2350 15.8088048986
1293 2350 29.2659453113
584 2351 79.8365946898
1059 2351 73.8557862502
1099 2351 61.0660226199
157 2352 74.2472938322
919 2352 52.2225147265
955 2352 46.2294998712
2063 2352 47.0479640553
710 2353 70.8831246024
838 2353 20.0112870974
1154 2353 35.3641631359
1949 2353 70.6856577861
2213 2353 77.1682973772
1018 2354 27.6887692137
1349 2354 51.33025428
1370 2355 72.699700528
1784 2355 65.7056832864
1313 2356 66.4804122112
1399 2356 17.7118145122
932 2357 13.6480699938
1367 2357 9.08127095125
196 2358 82.1514227856
847 2358 7.85440177818
1402 2358 50.43689675
200 2359 19.1522045096
363 2359 72.2191536011
601 2359 71.3652429884
1221 2359 34.6648780424
1752 2359 53.6040676347
1939 2359 15.6250909022
157 2360 33.9906214744
306 2360 62.0083943309
345 2360 10.0240888092
886 2361 82.3501057133
934 2361 41.7186169888
1291 2361 28.2342369197
682 2362 49.5165081428
1250 2362 39.7225448078
2093 2362 5.03070877023
65 2363 69.0035056293
1408 2363 14.6452618215
1598 2363 21.5069492748
531 2364 80.6474143015
819 2364 61.9793340345
1226 2364 22.8612131827
10 2365 34.4696927236
861 2365 76.0440407754
1027 2365 68.5206343371
888 2366 78.1493595766
1469 2366 66.5603403058
1983 2366 4.2520234584
2169 2366 60.1030309297
520 2367 35.4022761292
24 2368 62.6614095499
202 2368 59.7082793768
480 2368 28.3844223537
2101 2368 53.4233362556
247 2369 78.1884845701
577 2369 46.1847712313
1766 2369 33.2340765149
1810 2369 74.5523264904
520 2370 1.17491264087
1138 2370 54.1932157068
1346 2370 28.1400266487
1615 2370 67.2883399752
1022 2371 34.6422356166
1805 2371 25.9321746889
1866 2371 42.8062312674
2051 2371 19.7607757748
568 2372 57.3822933441
1656 2372 66.8049688717
2234 2372 61.3091532737
89 2373 71.216448397
167 2373 46.4605605806
435 2373 51.656776336
1170 2373 82.8582556761
1271 2373 10.1395780006
302 2374 7.30049987142
433 2374 9.68240581896
615 2374 44.1253088469
697 2374 28.378405979
731 2375 18.6192026277
393 2376 43.4537517777
422 2376 20.1036390601
2103 2376 48.5186569174
2123 2376 34.4645455446
1136 2377 25.902186302
1916 2377 51.1878752418
109 2378 25.506951209
1353 2378 66.0190489575
2154 2378 73.462751961
796 2379 6.40468690138
874 2379 49.4913082508
1208 2379 60.9133221022
1486 2379 13.5741094504
1951 2379 75.7310875381
392 2380 23.4733057251
1212 2380 3.57477986354
2180 2380 0.131037134166
939 2381 45.2230814934
2011 2381 8.62187936161
1230 2382 33.854280644
2138 2382 1.24516846762
71 2383 30.6451911803
668 2383 1.08837734009
1967 2383 38.5149456449
2279 2383 33.1513465326
143 2384 28.5402407487
410 2384 62.6261561686
894 2384 8.96144585167
995 2384 60.4174682923
1191 2384 2.52254782885
2130 2384 5.80978744272
2354 2384 16.2993892386
1938 2385 27.3203235243
2093 2385 32.3935057114
395 2386 26.2523579742
1207 2386 54.0897028396
1590 2386 28.0202872044
2031 2386 4.90710340193
805 2387 80.272529555
1456 2387 82.693733644
2155 2387 70.3536955768
1477 2388 27.4143581972
2036 2388 74.7314372832
128 2389 12.8786089128
416 2389 0.171736155696
1447 2389 5.36455223132
192 2390 49.8502983194
853 2390 15.0116054951
1007 2390 67.9393586689
1815 2390 1.53362777327
2329 2390 39.1263494393
590 2391 61.5957053361
1451 2391 66.3398676088
1679 2391 63.329888885
279 2392 78.3315742573
1525 2392 38.16692342
2040 2392 82.3311464708
48 2393 17.279274157
325 2393 5.31997972735
529 2393 78.7557874532
1181 2393 38.6942074709
1237 2393 0.0857147408838
2085 2393 10.1758488165
82 2394 28.6083413332
378 2394 31.5076150016
864 2394 67.8651258222
1195 2395 53.3363540042
1492 2395 50.9628481591
1616 2395 9.18743575547
1776 2395 14.1306402455
2216 2395 36.8334228068
621 2396 64.0857815476
961 2396 55.4737391237
1396 2396 60.5287693066
1398 2396 34.6023084719
356 2397 54.9930607915
578 2397 80.2912739028
1961 2397 72.5162558921
1989 2397 66.5093829302
324 2398 57.8934006407
729 2398 43.1943674301
1267 2398 15.689175849
1668 2398 74.3188741639
1728 2398 26.8458125097
470 2399 15.0834292082
881 2399 25.2659669846
1245 2399 48.8230544126
1449 2399 76.8339930503
1575 2399 21.4853251501
940 2400 78.1970863095
2332 2400 50.8234865317
431 2401 76.0861041524
477 2401 17.0340131661
701 2401 35.8937168926
750 2401 19.0491167019
1357 2401 42.2979268174
1753 2401 72.437762768
155 2402 72.2808163901
333 2402 18.2458213869
405 2402 60.4154396759
843 2402 71.6136690522
2016 2402 25.9741595714
2175 2402 74.3373277311
290 2403 19.6543325473
847 2403 71.6653577632
1433 2403 21.7563355874
281 2404 5.12865615281
614 2404 4.01079698241
648 2404 10.5924242292
1249 2404 26.4545021081
1696 2404 6.41599446234
1678 2405 44.4671477521
1774 2405 46.7923590424
1819 2405 68.7738559698
1871 2405 70.7485315969
675 2406 8.11339249919
2063 2406 20.7016569556
104 2407 42.5595679987
848 2407 47.4025716956
415 2408 46.3578246965
775 2408 48.8676759571
1356 2408 80.3388642672
1419 2408 40.4025085224
1661 2408 4.58084519523
1042 2409 12.1239957059
1595 2409 24.1306239938
2379 2409 21.1477184701
547 2410 80.0896080968
553 2410 59.0049080929
791 2410 18.1311585398
1854 2410 26.1872980724
44 2411 48.9919071656
59 2411 47.2101130915
168 2411 76.2005668373
